19830101
33.47,17.91
33.63,19.73
32.70,18.08
30.72,18.37
27.94,15.29
26.70,13.66
27.79,12.42
28.09,13.35
27.45,14.47
27.83,14.43
28.26,14.73
28.49,14.15
30.16,15.81
32.21,18.52
33.59,19.97
34.55,20.38
35.38,20.62
36.27,20.27
37.31,19.37
36.05,20.89
35.68,23.33
35.41,23.00
35.11,23.43
33.31,22.13
33.28,19.24
36.27,19.71
37.70,21.45
38.24,21.55
38.08,22.93
33.82,20.94
34.39,19.31
32.31,18.97
34.05,18.93
34.11,19.50
33.94,20.41
33.89,19.99
34.81,20.70
35.84,22.09
36.67,21.92
37.80,22.39
38.34,23.16
38.27,24.14
38.00,21.84
38.21,21.62
37.25,20.86
34.52,21.06
34.60,19.78
32.90,19.71
31.21,18.65
30.75,17.53
30.18,16.10
30.21,14.28
32.22,14.82
34.14,15.62
33.87,18.35
33.63,18.58
33.12,17.67
32.50,17.33
29.61,16.85
27.14,15.16
26.89,14.27
29.27,14.10
30.52,16.16
29.71,16.47
29.79,16.26
29.98,16.19
30.22,15.83
31.67,16.12
32.49,17.42
32.98,17.93
33.45,18.39
33.61,18.24
32.40,20.10
27.88,15.75
28.82,14.80
31.03,15.92
32.38,17.59
34.97,17.38
35.43,19.85
35.52,21.00
34.24,20.82
35.34,20.18
34.79,19.48
27.78,17.06
25.80,13.03
29.97,13.72
32.78,15.03
32.57,17.63
29.21,15.64
31.69,14.08
33.27,16.58
34.51,17.93
33.21,18.60
34.68,19.28
36.90,20.07
38.75,22.94
39.63,23.51
39.89,24.18
41.47,25.09
42.06,26.08
42.31,27.18
43.23,27.10
43.43,26.73
42.42,26.89
41.92,27.19
42.85,28.13
42.09,25.80
42.89,29.24
42.49,28.11
40.06,30.52
39.71,27.36
39.51,24.96
38.18,21.34
38.75,21.02
39.30,20.92
39.89,23.70
40.27,24.63
41.78,24.00
41.23,25.19
38.67,28.31
39.58,27.46
38.57,26.67
40.00,26.54
38.00,27.43
36.88,24.27
36.76,22.35
37.95,23.14
38.58,22.77
40.16,21.92
40.43,23.21
41.64,24.45
41.43,24.32
43.11,24.32
43.50,25.35
43.93,25.96
44.14,26.98
42.97,26.56
43.18,27.38
39.77,27.92
36.57,23.64
38.10,19.43
40.78,22.98
41.88,24.29
41.00,25.77
41.34,26.54
41.97,26.58
42.88,28.10
43.82,30.40
45.01,30.69
44.40,32.03
41.99,29.10
42.01,27.95
41.26,27.72
41.56,27.47
42.40,29.58
44.19,30.07
44.38,29.60
44.17,27.68
43.70,27.58
44.54,29.33
44.17,28.69
43.32,27.56
42.53,25.84
40.76,27.32
39.73,31.10
41.14,30.17
40.80,30.33
40.65,28.60
41.56,29.41
38.06,28.43
37.35,27.76
37.50,27.62
36.46,27.55
37.74,26.95
40.53,25.64
42.35,25.10
42.64,25.56
42.65,28.09
44.41,29.35
43.12,27.54
43.63,26.65
43.68,28.07
43.15,29.49
41.63,30.23
41.86,30.57
44.17,29.85
43.93,29.04
42.50,31.17
39.44,29.07
36.20,28.44
39.80,27.91
38.77,28.11
37.37,28.59
39.48,27.74
42.12,29.50
42.16,28.44
41.19,28.72
40.89,28.55
37.86,27.84
36.14,27.80
37.52,26.99
38.65,27.19
40.51,28.85
42.31,28.91
43.04,28.26
42.07,27.03
40.85,28.62
39.93,28.03
40.23,28.71
39.78,28.00
38.92,27.52
37.56,27.26
34.11,26.49
33.15,25.49
33.59,25.93
35.34,26.10
36.86,26.29
37.29,26.21
38.53,28.10
38.31,27.68
37.79,26.90
37.83,27.29
34.14,27.15
35.48,26.22
38.33,27.15
39.44,27.13
40.42,28.08
38.21,27.41
37.21,25.81
37.43,27.67
36.41,26.62
36.47,27.30
38.25,26.17
40.48,28.01
40.33,28.68
36.52,28.54
38.08,27.46
36.04,28.27
39.51,26.67
39.50,27.04
38.25,26.12
34.75,25.87
36.61,25.79
38.26,25.29
36.13,25.75
37.30,25.57
40.47,26.79
37.81,26.60
37.55,25.49
37.10,26.50
36.09,26.76
33.26,25.52
37.76,24.92
40.06,25.75
38.98,24.92
39.81,26.06
41.26,27.06
40.57,24.91
38.77,25.75
39.85,27.08
40.54,27.05
38.81,27.41
41.38,27.45
42.86,28.45
39.95,28.07
38.02,27.31
37.77,27.48
37.71,27.06
36.74,27.17
37.04,26.13
39.36,25.16
38.22,25.85
36.16,27.22
35.28,26.42
38.87,25.11
41.38,25.72
39.17,27.66
33.27,26.29
33.41,25.51
36.56,24.52
38.92,24.86
38.77,25.97
38.71,26.95
37.96,26.94
40.13,26.05
40.78,24.54
39.79,24.26
39.70,26.97
39.16,28.01
37.49,27.29
36.22,26.02
36.38,25.75
37.66,26.77
39.42,27.27
39.41,27.18
40.43,27.90
40.18,27.70
39.72,27.83
38.61,27.75
36.73,26.62
38.65,27.59
39.68,27.15
40.74,27.61
39.71,26.91
39.37,28.50
40.36,26.86
40.49,28.33
39.85,28.48
38.87,27.73
40.25,28.32
40.82,27.55
40.52,27.24
38.40,26.87
38.42,24.91
40.34,26.40
40.72,27.16
40.78,29.02
41.57,29.39
40.33,29.14
38.92,27.19
38.95,26.50
39.58,26.52
40.76,27.58
40.79,26.21
40.57,26.18
40.40,25.90
40.14,27.05
40.25,28.19
39.79,28.13
39.14,28.46
38.76,27.63
39.23,27.53
38.58,27.64
37.71,26.27
35.70,23.52
35.39,21.95
35.37,22.01
35.57,20.88
36.73,20.35
37.74,22.26
36.94,22.20
35.09,21.50
33.55,20.42
33.50,21.74
32.50,18.49
33.25,19.21
34.29,19.81
34.62,20.60
34.61,19.92
33.71,17.96
32.75,18.61
33.36,19.26
35.77,19.94
37.42,20.96
38.19,23.79
38.40,24.25
37.37,23.51
36.68,24.21
36.61,24.21
36.54,23.77
36.44,25.59
34.36,25.66
31.57,21.07
30.47,19.08
30.61,18.38
31.16,18.36
31.30,19.25
31.57,18.51
32.80,17.21
34.74,18.83
36.32,21.88
36.60,22.38
36.74,23.13
37.43,21.97
37.68,24.15
38.65,24.63
38.66,23.94
38.76,23.42
37.31,21.25
26.51,19.67
26.60,17.97
28.93,16.21
29.90,16.72
29.97,16.98
31.13,17.73
31.54,18.92
29.17,17.72
27.07,15.27
27.83,14.12
29.63,15.18
31.02,17.56
32.64,21.25
--,--
35.03,19.52
36.51,20.50
35.02,21.82
34.44,22.03
34.54,20.44
34.65,20.95
34.29,21.87
33.09,20.62
31.47,18.25
32.15,17.70
32.26,17.43
30.06,17.94
28.88,15.04
29.76,14.55
28.00,14.46
28.78,13.59
30.95,14.50
31.58,15.38
31.34,18.24
28.39,15.91
28.45,15.16
30.91,14.05
32.62,17.45
33.83,19.42
34.90,19.35
33.82,19.00
33.76,19.64
33.25,17.59
32.14,18.82
30.97,16.10
33.37,16.57
35.53,20.09
35.31,20.74
35.56,21.32
36.34,20.54
38.69,19.91
37.74,22.17
37.85,22.00
39.40,22.37
37.55,23.27
35.57,21.85
34.68,21.68
36.39,21.77
36.18,22.28
34.32,22.05
30.72,18.82
31.94,17.73
33.21,18.47
33.04,16.94
33.99,19.01
35.01,19.83
35.81,20.68
35.87,21.90
36.57,23.02
36.42,23.38
35.74,22.93
36.58,22.87
36.88,23.04
37.33,24.05
35.75,22.83
31.76,18.43
35.08,18.82
36.21,21.98
37.94,23.18
38.63,24.09
40.12,24.87
41.63,24.39
42.66,26.63
42.62,28.52
42.65,28.65
40.88,27.25
40.43,27.00
41.70,27.05
39.51,25.88
39.38,26.14
39.90,25.46
38.48,26.38
35.45,23.37
36.72,21.87
37.37,20.94
39.58,22.09
41.60,26.43
42.76,27.86
43.56,29.89
41.02,27.06
40.29,26.59
39.82,25.47
40.15,26.28
41.16,27.39
38.75,27.21
37.40,24.25
34.43,23.49
33.93,20.42
35.29,19.53
38.08,19.90
39.99,23.32
40.93,23.59
41.75,24.68
37.84,25.19
39.00,22.65
38.68,24.75
40.98,24.98
40.84,26.32
42.42,24.71
43.29,28.93
44.24,30.52
45.76,32.04
44.00,29.59
42.48,30.26
41.78,27.21
43.27,25.16
43.16,27.84
43.47,28.62
43.59,30.47
40.66,26.91
37.91,25.87
38.61,22.66
38.50,22.87
41.03,22.15
43.75,23.23
44.23,25.20
46.52,24.72
42.32,30.42
38.57,27.47
39.07,25.67
40.56,23.92
41.43,25.54
43.26,25.53
43.85,29.86
41.96,30.05
39.27,27.31
39.11,24.99
38.93,25.10
39.65,23.24
40.35,25.73
40.37,25.73
40.82,26.90
39.15,26.27
39.05,24.40
40.26,23.26
42.49,25.88
43.38,28.51
44.05,30.68
44.17,32.16
43.74,30.82
43.17,30.65
43.50,29.06
43.55,29.29
43.83,30.53
43.93,29.42
44.44,32.26
43.29,29.69
42.40,28.94
40.83,27.16
43.83,30.49
42.00,30.44
41.15,29.15
38.88,28.15
43.47,28.18
40.69,27.12
40.99,27.77
40.00,28.24
38.92,27.28
39.69,27.27
41.49,27.14
42.27,26.61
41.47,26.25
41.30,25.76
41.11,26.28
41.83,27.45
40.95,27.16
41.44,26.40
41.79,24.83
39.86,28.37
40.05,30.80
39.79,27.98
40.02,27.72
40.13,26.48
41.42,29.16
41.21,28.30
41.91,28.68
37.22,27.71
34.32,26.68
38.97,25.72
37.30,26.43
41.02,27.17
41.78,27.51
41.91,28.25
42.29,26.96
42.24,27.42
40.58,27.89
39.80,27.71
33.33,27.01
37.58,26.31
37.13,26.53
37.02,24.88
35.38,25.35
36.99,25.01
36.11,25.83
39.22,27.16
41.45,25.51
37.93,27.48
38.40,27.94
37.09,26.58
37.87,26.25
33.30,25.24
32.97,24.97
33.73,24.54
35.25,24.46
39.69,26.27
33.18,25.71
31.60,25.25
34.39,22.00
35.30,23.93
38.05,25.78
38.38,26.64
38.37,24.85
39.11,26.35
39.28,26.09
39.92,25.92
39.59,26.13
39.16,26.10
38.46,26.14
39.01,25.48
37.04,26.74
36.05,26.51
37.27,25.76
37.79,26.00
39.20,26.21
41.44,26.60
37.05,27.74
38.76,25.13
39.85,26.62
39.84,27.73
39.34,28.42
39.38,26.91
40.21,28.95
37.52,26.58
35.43,26.57
36.93,26.72
35.67,26.31
38.56,24.53
38.95,26.16
40.74,27.24
33.24,26.95
35.09,27.42
36.85,26.43
33.96,26.36
33.71,25.89
36.42,26.64
36.86,25.30
37.53,24.44
38.27,22.48
40.71,22.85
43.26,25.23
40.33,24.32
41.43,27.36
40.39,27.95
36.25,27.41
34.18,26.76
38.43,25.84
35.59,25.30
35.18,25.70
37.23,25.37
36.29,25.81
40.91,26.20
42.60,27.62
41.05,28.28
42.06,27.92
42.94,27.28
40.92,27.87
39.21,27.58
38.56,26.98
31.87,25.09
33.84,24.51
35.60,24.77
38.60,25.52
34.43,24.62
38.91,25.75
40.49,25.12
40.13,24.88
39.33,26.28
39.64,26.39
39.36,26.53
41.44,27.49
41.05,27.71
40.87,28.67
42.45,28.67
41.98,28.96
42.66,28.14
42.00,28.78
40.67,28.38
40.95,28.02
40.71,27.84
38.11,28.79
38.08,26.39
38.29,25.28
39.02,26.42
37.41,26.05
40.33,26.19
40.05,27.55
39.69,27.63
38.76,27.05
39.89,25.01
41.16,29.10
40.67,29.86
38.82,26.40
38.15,26.20
35.40,23.50
36.05,24.62
36.03,21.64
36.81,21.08
34.86,21.94
32.97,21.71
33.03,21.25
33.44,20.78
34.21,20.67
34.78,20.43
36.17,23.46
37.07,24.02
34.85,22.34
32.47,20.09
34.42,18.60
36.57,19.85
37.41,21.92
36.26,23.09
36.17,23.47
35.71,24.33
36.33,24.61
37.76,26.01
38.09,25.52
38.53,25.38
35.92,23.93
32.42,20.68
31.44,20.41
27.62,18.62
28.80,17.02
27.42,15.59
26.13,15.88
28.52,15.29
29.47,16.70
29.85,17.41
29.24,15.86
29.38,17.27
29.76,16.99
30.52,16.00
31.21,19.23
31.47,18.77
31.50,18.93
31.37,19.35
32.97,18.54
33.84,19.64
30.97,19.59
27.10,16.96
28.55,16.01
30.10,16.91
33.14,19.05
35.75,21.39
36.32,20.50
37.68,22.18
34.15,21.29
31.06,17.92
31.88,17.84
28.23,17.32
27.75,16.05
--,--
28.10,14.46
28.19,14.93
28.42,14.58
30.75,14.05
32.86,16.96
31.08,18.58
28.84,15.74
29.55,14.87
31.12,15.13
30.42,16.83
30.64,16.97
31.70,17.49
31.81,18.72
32.55,19.14
32.31,19.07
34.08,19.76
35.88,19.10
37.60,22.23
37.15,23.45
35.98,23.07
34.70,21.84
34.13,20.84
32.89,20.74
30.77,19.66
31.15,19.03
30.92,19.25
29.56,18.89
29.29,17.29
30.30,14.98
33.91,17.08
37.21,21.03
38.19,23.95
39.39,25.83
38.00,26.28
32.93,21.98
32.27,19.48
33.03,19.50
34.74,20.02
33.95,20.18
27.90,16.17
28.03,16.03
30.53,15.94
32.32,16.22
34.56,19.48
38.01,19.66
38.30,23.17
39.32,24.23
39.63,25.82
35.75,24.67
35.61,22.54
36.36,22.64
37.69,22.20
37.86,23.32
38.31,24.68
40.32,23.71
39.29,25.71
35.73,22.20
35.86,22.88
34.87,25.27
36.97,24.76
37.07,26.74
34.02,22.53
31.37,19.73
33.88,22.30
33.54,21.34
36.14,22.19
34.40,23.96
34.58,22.22
34.85,22.62
37.41,23.23
38.22,24.53
33.18,22.43
32.83,18.71
36.25,18.50
38.77,20.54
39.85,24.32
40.73,25.10
41.34,25.62
42.50,24.27
43.60,26.99
43.70,28.68
42.87,29.72
42.22,26.50
43.07,24.85
40.06,26.87
38.35,25.66
36.54,24.74
35.16,21.85
36.68,21.31
38.34,21.71
42.27,24.09
43.38,28.99
44.56,29.46
43.23,28.94
36.78,26.50
34.93,24.80
36.24,22.84
36.19,22.63
37.30,23.55
37.11,21.14
37.96,22.05
40.61,22.58
41.44,24.05
43.65,26.18
43.59,27.93
44.56,29.27
45.03,30.55
41.87,29.36
36.62,26.42
37.78,24.88
38.21,25.73
39.22,25.99
40.81,27.45
42.28,27.39
40.61,26.62
37.80,26.45
37.27,24.89
38.45,25.78
40.94,24.49
41.59,27.31
40.57,28.71
38.76,27.68
39.16,25.52
40.85,25.25
42.80,28.07
43.99,29.52
45.08,30.79
44.52,27.11
45.15,26.32
42.39,28.16
40.90,27.94
40.21,28.64
40.69,29.95
43.26,31.96
42.91,30.69
42.77,29.53
42.36,30.73
43.79,30.74
40.90,30.31
40.05,28.66
43.29,28.04
41.79,29.07
41.78,29.67
39.82,28.22
34.74,27.48
37.14,27.54
40.45,28.98
38.14,28.23
34.32,27.47
37.18,27.35
40.02,27.39
